record_id	PMID	protein_name	gene_symbol	assay_target_ID	proteomic_platform	disease	disease_subtype	evidence_tier	inclusion_status	exclusion_reason	high_complexity_locus	mapping_confidence	PP_H4	replication_status	source_table_file	source_sheet	source_row	manual_verification_status	notes
PMID41064534	41064534	SIGLEC7	SIGLEC7	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence	false	moderate	not_reported	independent_outcome_replication_corrected_same_direction	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	12	full_text_and_source_table_verified	Replication beta=0.174219648583017; replication FDR=0.0336990577218776. Table title alone was not treated as proof of replication.
PMID41064534	41064534	TLR1	TLR1	mapping_requires_source_pQTL_table	UKB-PPP Olink discovery; deCODE where indicated	AMD	dry_AMD	Tier2	literature_source_universe_tier2	not_multiple_testing_corrected;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID41064534_PMC12503973\supplements\3972293.f6.xlsx	Supplementary_table6	13	full_text_and_source_table_verified	Replication beta=0.0832664009220772; replication FDR=0.108198615598208. Table title alone was not treated as proof of replication.
PMID40327005	40327005	UBD	UBD	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	152	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 3	1245	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	UKB-PPP_Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 7	1428	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	deCODE	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 5	1461	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	UKB-PPP Olink	AMD	dry_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 6	333	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	APOE	APOE	gene-level label only	UKB-PPP Olink	AMD	early_AMD	Tier2	protein_outcome_evidence_excluded_from_APOE_mediation	APOE_protein_default_exclusion_due_to_cis_circularity	true	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 4	82	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	230	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	382	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	395	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	444	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	1501	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	UKB-PPP Olink	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 4	811	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CASP10	CASP10	gene-level label only	UKB-PPP Olink	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 4	73	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CD46	CD46	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	562	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CDSN	CDSN	gene-level label only	UKB-PPP Olink	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 4	106	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CFB	CFB	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	171	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	MCEMP1	MCEMP1	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	628	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	TNFRSF10A	TNFRSF10A	gene-level label only	UKB-PPP Olink	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 4	89	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	TNFSF14	TNFSF14	gene-level label only	deCODE	AMD	early_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 3	850	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	ABO	ABO	ENSG00000175164	UKB-PPP_Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.161867376137866	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 8	861	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	ABO	ABO	gene-level label only	UKB-PPP Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 8	709	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	14	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	COL10A1	COL10A1	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	20	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	CSF2	CSF2	gene-level label only	UKB-PPP Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 8	227	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	HSPA1L	HSPA1L	ENSG00000204390	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	3.228164364404e-18	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 4	621	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	HSPA1L	HSPA1L	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	9	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	LBP	LBP	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	23	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	LBP	LBP	gene-level label only	UKB-PPP Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 8	358	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	LTA	LTA	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	22	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	MCEMP1	MCEMP1	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	16	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	PSMB9	PSMB9	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	18	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	PTPN9	PTPN9	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	26	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	SDF2	SDF2	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	25	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	SFTA2	SFTA2	ENSG00000196260	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	4.04618432708353e-05	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 4	612	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	TGFB1	TGFB1	gene-level label only	UKB-PPP Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 8	398	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	TNFSF14	TNFSF14	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	15	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	VARS1	VARS1	ENSG00000204394	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 4	620	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	VARS1	VARS1	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	10	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	VTN	VTN	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	24	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 4	1245	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID38903171	38903171	WARS1	WARS1	ENSG00000140105	UKB-PPP_Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 8	1428	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	deCODE	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 7	19	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	WARS1	WARS1	gene-level label only	UKB-PPP Olink	AMD	wet_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 8	1912	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
