record_id	PMID	protein_name	gene_symbol	assay_target_ID	proteomic_platform	disease	disease_subtype	evidence_tier	inclusion_status	exclusion_reason	high_complexity_locus	mapping_confidence	PP_H4	replication_status	source_table_file	source_sheet	source_row	manual_verification_status	notes
PMID40037332	40037332	IDUA	IDUA	OID21468	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.268515330790228	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	23	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	IFNLR1	IFNLR1	7192_37_IFNLR1_CRF2_12	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	18	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	ING4	ING4	17671_58_ING4_ING4	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	3	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	KLK10	KLK10	6227_1_KLK10_kallikrein_10	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	41	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	KPNA2	KPNA2	2860_19_KPNA2_Karyopherin_a2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	20	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	LEAP2	LEAP2	5708_1_LEAP2_LEAP2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	29	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	LGALS3	LGALS3	3066_12	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.555894546260209	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1924	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	LGMN	LGMN	3622_33_LGMN_LGMN	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	36	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	LILRA4	LILRA4	8299_66	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.00406663273972024	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1923	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	LILRA5	LILRA5	7787_25_LILRA5_LIRA5	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	12	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	LILRB1	LILRB1	5090_49	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.081012354374712	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1911	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	LILRB5	LILRB5	7015_8	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0147700375157872	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1915	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	LILRB5	LILRB5	OID20324	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0109254046028256	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	35	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	LRP12	LRP12	15506_34_LRP12_LRP12	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	23	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	LRRC37A2	LRRC37A2	OID31440	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0299383023711795	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	20	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40050982	40050982	LRRC37A2	LRRC37A2	A6NM11	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	23	full_text_and_source_table_verified	Replication P=0.814461531756257; replication PP.H4=NA.
PMID41630303	41630303	LRRTM4	LRRTM4	6572_10_LRRTM4_LRRT4	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	6	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	MAGEA3	MAGEA3	12576_21_MAGEA3_MAGE_3	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	11	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	MICB	MICB	5102_55_MICB_MICB	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	31	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40050982	40050982	MME	MME	P08473	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	57	full_text_and_source_table_verified	Replication P=0.437543856654616; replication PP.H4=NA.
PMID40037332	40037332	NECTIN2	NECTIN2	OID20222	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication;high_complexity_locus_requires_downgrade	true	high	4.88834008446578e-107	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	6	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	NSF	NSF	13992_12	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.0138807510177761	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1906	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41350740	41350740	OMGP	OMGP	deCODE protein label requires cross-platform mapping	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.241	single_external_replication_reported	data_raw\literature_fulltext\PMID41350740_PMC12681122\supplements\13195_2025_1901_MOESM1_ESM.xlsx	Table S6	13	full_text_and_source_table_verified	Source-paper tier was not copied automatically; raw FDR, coloc and replication fields drive A1 tiering.
PMID40037332	40037332	PARP1	PARP1	8893_29	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.409305139782722	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1926	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	PCDHGA10	PCDHGA10	6321_65_PCDHGA10_PCDGA	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	39	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	PEBP1	PEBP1	4276_10_PEBP1_prostatic_binding_protein	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	15	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	PHGDH	PHGDH	15548_35_PHGDH_SERA	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	9	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	PILRA	PILRA	10816_150_PILRA_PILRA_isoform_FDF03_M14	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	21	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	PRSS53	PRSS53	OID31093	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.00235010036976843	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	27	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40050982	40050982	PRSS8	PRSS8	Q16651	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	13	full_text_and_source_table_verified	Replication P=0.0176580605080629; replication PP.H4=NA.
PMID41630303	41630303	PSD2	PSD2	9118_7_PSD2_PSD2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	10	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	PSME1	PSME1	5918_5_PSME1_PSME1	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	7	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	PVR	PVR	OID21011	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	1.30167543269089e-98	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	15	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	RARRES2	RARRES2	3079_62_RARRES2_TIG2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	33	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	RNASET2	RNASET2	16913_8_RNASET2_RNT2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	25	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	S100A13	S100A13	7223_60_S100A13_S100A13	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	8	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40050982	40050982	SERPINB1	SERPINB1	P30740	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	53	full_text_and_source_table_verified	Replication P=0.319770401932615; replication PP.H4=NA.
PMID40037332	40037332	SERPINF2	SERPINF2	3024_18	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.375983464422326	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1921	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	SERPINF2	SERPINF2	OID30779	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.39467964625247	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	37	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	SEZ6L2	SEZ6L2	OID21289	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.000162999035252921	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	29	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	SLC35G2	SLC35G2	13501_10_SLC35G2_S35G2	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	34	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	SMAP1	SMAP1	11649_3_SMAP1_SMAP1	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	26	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	ST13	ST13	18387_7	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.635174807517823	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1918	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	ST13	ST13	OID30624	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.699576525375798	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	39	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40050982	40050982	ST13	ST13	P50502	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	51	full_text_and_source_table_verified	Replication P=0.0651163567668022; replication PP.H4=NA.
PMID40037332	40037332	SULT1A3	SULT1A3	13944_3	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	4.7832037808039e-06	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1925	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	TGM1	TGM1	11242_33_TGM1_TGM1	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	19	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	TNFAIP3	TNFAIP3	14009_65_TNFAIP3_TNFAIP3	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	30	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID40037332	40037332	TREM2	TREM2	16300_4	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.000791235470013011	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1898	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	TREM2	TREM2	OID20731	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.000661522789338919	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	9	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40037332	40037332	TREML2	TREML2	OID21120	Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	4.05685491840819e-16	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	22	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID40050982	40050982	TXNDC15	TXNDC15	Q96J42	UKB-PPP Olink	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	NA	replication_not_corrected_or_direction_inconsistent	data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx	Table S2	59	full_text_and_source_table_verified	Replication P=0.677393023498609; replication PP.H4=NA.
PMID40037332	40037332	UBASH3B	UBASH3B	12558_3	SomaScan	AD	AD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.440379439673513	partially_overlapping_cross_platform	data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx	Table S2	1916	full_text_and_source_table_verified	FDR-significant AD row; colocalization joined by assay ID.
PMID41630303	41630303	ULK3	ULK3	12437_18_ULK3_ULK3	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	27	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID41630303	41630303	UPP1	UPP1	19448_104_UPP1_UPP1	deCODE SomaScan	AD	AD	Tier2	literature_source_universe_tier2	not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	not_reported	data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx	Table S3	35	full_text_and_source_table_verified	Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only.
PMID38903171	38903171	ABO	ABO	ENSG00000175164	UKB-PPP_Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	0.106891192322444	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 6	861	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	ABO	ABO	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	762	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID38903171	38903171	ACADSB	ACADSB	ENSG00000196177	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	no_strong_colocalization_or_independent_replication	false	high	3.12e-32	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX	Supplementary Table 2	973	full_text_and_source_table_verified	Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label.
PMID40327005	40327005	AGER	AGER	gene-level label only	UKB-PPP Olink	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 2	84	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID39408566	39408566	C3	C3	SeqId_2683_1	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	13	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID39408566	39408566	C3	C3	SeqId_2754_50	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only;no_strong_colocalization_or_independent_replication	false	high	NA	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	14	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID39408566	39408566	C3	C3	SeqId_5803_24	deCODE SomaScan	AMD	any_AMD	Tier2	literature_source_universe_tier2	not_cis_only	false	high	0.99976255058245	not_reported	data_processed\literature_supplements_extracted\PMID39408566\ijms-25-10236-s001\ijms-3215465-supplementary.xlsx	S4_plasma_MR-IVW	17	full_text_and_source_table_verified	AMD plasma MR row passing study FDR; colocalization joined by SeqId assay target.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	114	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
PMID40327005	40327005	C3	C3	gene-level label only	deCODE	AMD	any_AMD	Tier2	literature_source_universe_tier2	mapping_not_high_confidence;no_strong_colocalization_or_independent_replication	false	moderate	not_reported	partially_overlapping_cross_platform	data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx	Supplementary table 1	120	full_text_and_source_table_verified	Corrected SMR row; no colocalization table was reported.
