gene_symbol	assay_target_ID	UniProt_ID	outcome	method	method_role	nsnp	beta	SE	P_value	CI_lower	CI_upper	OR	OR_CI_lower	OR_CI_upper	Cochran_Q	Q_df	Q_P	Egger_intercept	Egger_intercept_SE	Egger_intercept_P	Steiger_direction	Steiger_P	Steiger_method	mean_F	min_F	planned_family_size	observed_primary_tests_in_family	P_FDR_observed_reestimated	P_Bonferroni_planned_family	corrected_significance_FDR_observed	corrected_significance_Bonferroni_planned	planned_family_total	P_FDR_all_estimable	P_Bonferroni_planned_20	corrected_significance_FDR_all_estimable	corrected_significance_Bonferroni_planned_20	beta_status	exclusion_reason	beta_source	analysis_set	id.exposure	id.outcome	exposure
"LILRB5"	"OID20324"	"O75023"	"any_AMD"	"Weighted median"	"sensitivity"	11	-0.0182301231750764	0.024417335027003	0.45530156554123	-0.0660880998280023	0.0296278534778496	0.981935040347095	0.936048394956308	1.03007112522901	NA	NA	NA	0.00636916704524206	0.00806017574012983	0.449728340299535	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"any_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"dry_AMD"	"Inverse variance weighted"	"primary"	11	0.00861893513304409	0.0253642608527438	0.734002418060148	-0.0410950161383337	0.0583328864044218	1.00865618509589	0.959737935022975	1.06006781914673	11.3860942932263	10	0.328239091541332	0.00935859983534725	0.00931022790964303	0.341061650323658	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	5	0.953324156756513	1	FALSE	FALSE	20	0.959774652352869	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"dry_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"dry_AMD"	"MR Egger"	"sensitivity"	11	-0.0111767340408674	0.032101468107286	0.735718418638733	-0.0740956115311479	0.0517421434494131	0.988885493601339	0.928582906363326	1.0531041576944	10.2368200110378	9	0.331655802645846	0.00935859983534725	0.00931022790964303	0.341061650323658	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"dry_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"dry_AMD"	"Weighted median"	"sensitivity"	11	-0.00643631079748644	0.02766123005499	0.816007211480659	-0.0606523217052668	0.0477797001102939	0.993584357883729	0.9411504004657	1.04893954860215	NA	NA	NA	0.00935859983534725	0.00931022790964303	0.341061650323658	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"dry_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"wet_AMD"	"Inverse variance weighted"	"primary"	11	0.0521130105562644	0.031895545010001	0.102287227216846	-0.0104022576633375	0.114628278775866	1.05349479181877	0.989651658706307	1.12145649090317	14.2768033027867	10	0.160736024663037	0.00513629133210544	0.0122274549468146	0.684290822641709	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	5	0.178677675049331	0.511436136084231	FALSE	FALSE	20	0.428826420118395	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"wet_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"wet_AMD"	"MR Egger"	"sensitivity"	11	0.0412502092518603	0.0421588100997802	0.353419356134585	-0.0413810585437089	0.12388147704743	1.04211281919648	0.95946344853477	1.13188170908658	14.0022774031264	9	0.122244239456309	0.00513629133210544	0.0122274549468146	0.684290822641709	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"wet_AMD"	"LILRB5"
"LILRB5"	"OID20324"	"O75023"	"wet_AMD"	"Weighted median"	"sensitivity"	11	0.0501637735224451	0.0312662323082647	0.108624287720581	-0.0111180418017536	0.111445588846644	1.05144328084577	0.988943535208465	1.11789291650778	NA	NA	NA	0.00513629133210544	0.0122274549468146	0.684290822641709	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	844.437717924719	39.8566958145705	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"LILRB5"	"wet_AMD"	"LILRB5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"AD"	"Inverse variance weighted"	"primary"	11	-0.0405494274267175	0.0309328439658444	0.18989633243826	-0.101177801599772	0.0200789467463375	0.96026170007359	0.903772326433885	1.02028188478249	11.837017359859	10	0.296112447977444	0.00212427303925567	0.0059731799020136	0.730306781807549	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	236.921702496262	29.7844600612364	5	5	0.3164938873971	0.9494816621913	FALSE	FALSE	20	0.5425609498236	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"AD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"AD"	"MR Egger"	"sensitivity"	11	-0.0528821243213599	0.0474445226124919	0.293895882276426	-0.145873388641844	0.0401091399991241	0.948491810008853	0.864267122291809	1.04092437447843	11.6729777855309	9	0.232379259713354	0.00212427303925567	0.0059731799020136	0.730306781807549	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	236.921702496262	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"AD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"AD"	"Weighted median"	"sensitivity"	11	-0.0454143510568943	0.0304622850610161	0.136003869260097	-0.105120429776486	0.0142917276626972	0.955601445320854	0.900216103233836	1.0143943426683	NA	NA	NA	0.00212427303925567	0.0059731799020136	0.730306781807549	TRUE	0	"approximate_quantitative_trait_correlation_sensitivity"	236.921702496262	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"AD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"any_AMD"	"Inverse variance weighted"	"primary"	8	0.0801481500499389	0.0543838632803975	0.140549254158552	-0.0264442219796403	0.186740522079518	1.08344756859695	0.973902364666491	1.20531449197233	12.9860932606375	7	0.0724479519266281	-0.00627556658735448	0.0110553900597317	0.590865816239415	TRUE	1.2490527291058e-280	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	5	0.70274627079276	0.70274627079276	FALSE	FALSE	20	0.46849751386184	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"any_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"any_AMD"	"MR Egger"	"sensitivity"	8	0.112951352245472	0.0813272646051662	0.214236795688574	-0.0464500863806539	0.272352790871598	1.11957746669399	0.954612207531194	1.31305015171616	12.3242328727985	6	0.0551143359394256	-0.00627556658735448	0.0110553900597317	0.590865816239415	TRUE	1.2490527291058e-280	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"any_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"any_AMD"	"Weighted median"	"sensitivity"	8	0.100682073134143	0.0446412044992797	0.024110620295432	0.0131853123155549	0.188178833952731	1.10592498260185	1.01327262185851	1.20704935745682	NA	NA	NA	-0.00627556658735448	0.0110553900597317	0.590865816239415	TRUE	1.2490527291058e-280	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"any_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"dry_AMD"	"Inverse variance weighted"	"primary"	8	0.0291632397799083	0.0750183083905442	0.697462349670915	-0.117872644665558	0.176199124225375	1.02959265123577	0.888809240004971	1.19267552559733	17.6734302178459	7	0.0135335934977553	-0.0148788030039103	0.0144275297369185	0.342176145700516	TRUE	1.4218698721838e-269	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	5	0.953324156756513	1	FALSE	FALSE	20	0.959774652352869	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"dry_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"dry_AMD"	"MR Egger"	"sensitivity"	8	0.106913074516191	0.106118010432542	0.352586518946195	-0.101078225931592	0.314904374963974	1.11283751633537	0.903862324647915	1.37012828612575	15.012394264095	6	0.0201605343192238	-0.0148788030039103	0.0144275297369185	0.342176145700516	TRUE	1.4218698721838e-269	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"dry_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"dry_AMD"	"Weighted median"	"sensitivity"	8	0.0922871108713526	0.054850375081421	0.0924671394593797	-0.0152196242882324	0.199793846030938	1.09667964553266	0.984895608851111	1.22115098708645	NA	NA	NA	-0.0148788030039103	0.0144275297369185	0.342176145700516	TRUE	1.4218698721838e-269	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"dry_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"wet_AMD"	"Inverse variance weighted"	"primary"	8	0.0855380757177278	0.0531003254921156	0.107206605029599	-0.0185385622468187	0.189614713682274	1.0893030365494	0.981632219917966	1.20878378007489	5.32942330632253	7	0.619830207718492	0.00786669570215485	0.0102551072994387	0.47211767728474	TRUE	1.70771475799641e-265	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	5	0.178677675049331	0.536033025147994	FALSE	FALSE	20	0.428826420118395	1	FALSE	FALSE	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"wet_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"wet_AMD"	"MR Egger"	"sensitivity"	8	0.0444000960497748	0.0754691762802811	0.577774896247398	-0.103519489459576	0.192319681559126	1.04540053185062	0.901658449734704	1.21205792760563	4.7409804635561	6	0.57743729473601	0.00786669570215485	0.0102551072994387	0.47211767728474	TRUE	1.70771475799641e-265	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"wet_AMD"	"SCARA5"
"SCARA5"	"OID21058"	"Q6ZMJ2"	"wet_AMD"	"Weighted median"	"sensitivity"	8	0.0806407336167777	0.0562608328761774	0.15176155195228	-0.02963049882053	0.190911966054085	1.08398138852944	0.970804180573935	1.21035289524974	NA	NA	NA	0.00786669570215485	0.0102551072994387	0.47211767728474	TRUE	1.70771475799641e-265	"approximate_quantitative_trait_correlation_sensitivity"	288.63219631965	29.7844600612364	5	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"reestimated"	"NA"	"PWAS2026_crosswalk_extension_same_assay"	"PWAS5_genome_wide_instruments"	"SCARA5"	"wet_AMD"	"SCARA5"
